1401427542,5
1325738970,5
483658689,2
2910134383,2
3010077452,2
118299268,2
2506182879,2
314467688,2
946454455,2
150135044,2
2153718876,1
271593526,1
1215371900,1
2433733889,1
16833314,1
2475789756,1
1070871780,1
2362241264,1
70207762,1
79085963,1
1563206496,1
231636608,1
980594214,1
1250601168,1
292202032,1
1627905372,1
3199107014,1
2189488365,1
202162302,1
2483757432,1
342013460,1
466438580,1
396395996,1
2616076945,1
32348269,1
2738921415,1
2879749677,1
2155201790,1
518013044,1
2641302011,1
1291115107,1
121356706,1
1117536770,1
269921203,1
1883138454,1
2248385709,1
2739583999,1
1571299094,1
528686413,1
41648811,1
325982655,1
3315239241,1
2153298823,1
1093569487,1
3222209004,1
1666281908,1
2855959250,1
789777122,1
591670967,1
1647942348,1
2879602773,1
